Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Peru,PER,19348.3396,13557.6,3901.4,12912.7,2610.39,2273.9,5662.86,5662.86,5662.86,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Philippines,PHL,4599.67000000001,12487.2,61859.2,2641.88000000001,898.040999999997,71530.7999999996,3890.60000000051,3890.6,3890.6000000003,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Poland,POL,25372.0803,1400.39559999999,2803.51722000002,3060.60319999999,3287.89899999999,2938.52580000001,2586.33053600102,2586.3305360003,2586.33053599968,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Portugal,PRT,165.193999999996,5971.36,3043.33,1485.18400000001,1180.102,3364.03000000001,5733.12,5733.12000000012,5733.11999999994,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Puerto Rico,PRI,165.9161,1.70530256582424E-13,12.0000000000001,16.9999999999998,18.9999999999999,13.0000000000019,2.99999999999673,2.99999999999889,3.00000000000378,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Qatar,QAT,2.04636307898909E-12,-3.63797880709171E-12,6.48014975013211E-12,1.36424205265939E-12,-3.35376171278767E-12,-7.38964445190504E-13,5.85487214266323E-12,-2.0401103029144E-10,4.01030320063001E-10,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Romania,ROM,3040.67030000001,984.635999999988,1040.83499999999,1145.59100000001,1657.749,664.973499999998,975.420000000004,975.419999999991,975.419999999871,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Russian Federation,RUS,368181.9,548122,403454,222449,617921,290492,295702,373884,373884,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Rwanda,RWA,416.00466,1460.68,628.747,427,604.813,870.966000000005,1242.02,1242.02,1242.02,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Samoa,WSM,4.00000000000001,-7.105427357601E-15,0,-2.1316282072803E-14,0,-2.1316282072803E-14,-7.105427357601E-15,-4.2632564145606E-14,1.4210854715202E-14,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sao Tome and Principe,STP,4.00000000000001,1.59872115546023E-14,0,-3.5527136788005E-15,-3.5527136788005E-15,-7.105427357601E-15,1.4210854715202E-14,1.95399252334028E-14,-8.88178419700125E-15,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Saudi Arabia,SAU,2440.05249999999,1348.5,2352,2492.00000000002,2599.00000000001,2757,2890.99999999996,2890.99999999996,2891.00000000001,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Senegal,SEN,24.4000000000005,33660.7,41061.6,28639.2,31208,26468.2,30598.9,30598.9,30598.9,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Seychelles,SYC,-1.4210854715202E-14,1.95399252334028E-14,-3.5527136788005E-14,-3.5527136788005E-14,0,-6.3948846218409E-14,3.5527136788005E-15,-3.5527136788005E-15,-1.4210854715202E-14,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sierra Leone,SLE,4673.490468,10931.2626,20671.04,19178.38,24122.03,10088.08,5820.24999999996,5820.24999999996,5820.24999999996,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Singapore,SGP,642.600000000002,1410,2846,3064.00000000001,3285,3100.00000000001,3299,3299,3299,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Slovak Republic,SVK,352.122200000007,185.299999999997,439.799999999994,486.499999999997,529.540942700003,1288.92603,1574.3,1574.30000000004,1574.29999999997,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Slovenia,SVN,943.658099999999,322.990000000002,499.64,538.389999999999,581.729999999998,554.969999999999,601.019999999999,601.019999999971,601.020000000049,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Solomon Islands,SLB,12.0000000000009,4.54747350886464E-13,-9.09494701772928E-13,1,0,-2.72848410531878E-12,1.81898940354586E-12,1.81898940354586E-12,3.18323145620525E-12,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Somalia,SOM,200.000059400001,301.563999999998,73.2487000000019,131.459999999998,238.396999999999,17.7300000000114,159.126999999996,159.12700000003,159.12699999998,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,South Africa,ZAF,3871.45099999998,28786.3,30109,41399.8,37638,34178.8,38504.8,38504.8,38504.8,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Spain,ESP,6270.39999999999,11474.55,15059.46,11273.831,11646.062,12856.7,12885.6,12885.5999999994,12885.6,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sri Lanka,LKA,873.453000000001,441.388000000001,253.429999999999,139.508000000001,86.2143000000015,465.584,90.9508999999989,90.9508999999994,90.9508999999975,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,St. Kitts and Nevis,KNA,6.8499999990479E-05,0.817000000000011,3.59000000000002,4.08,4.57,4.98999999999999,5.42000000000002,5.41999999999999,5.42,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,St. Lucia,LCA,1.77635683940025E-14,-1.4210854715202E-14,-3.19744231092045E-14,-5.6843418860808E-14,-2.1316282072803E-14,-2.8421709430404E-14,-4.9737991503207E-14,-1.4210854715202E-14,3.5527136788005E-14,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,St. Vincent and the Grenadines,VCT,5.13000000061936E-05,0.685000000000016,2.09999999999999,2.34999999999997,2.59999999999997,2.84000000000004,3.06999999999999,3.07000000000001,3.07000000000002,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sudan,SDN,4000.00000000001,415604,287696,375424,370467,354732,297048,297048.000000001,297048,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Suriname,SUR,7423.87,217,161,105,930,720,14.9999999999999,14.9999999999998,14.9999999999999,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Swaziland,SWZ,120,349.924,127.077,927.179,592.573,353.432999999997,570.981000000001,570.980999999996,570.980999999998,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Sweden,SWE,1182.96164,1720.804,2515.163,2376.6647,2424.6457,1918.4824,2201,2201.00000000004,2200.99999999996,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Switzerland,CHE,2891.805,1257.3023,2296.9,2464.7,2647.4,2697.1,2731.8,2731.80000000005,2731.8,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Syrian Arab Republic,SYR,9.00000000000182,41.1794,71.6113999999934,76.8859000000002,27.4144000000033,85.4991999999993,97.5066000000934,97.5065999999933,97.5066000000033,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tajikistan,TJK,2810.00459,798.474675850001,454.594400000001,463.751799999998,381.197600000001,393.312899999991,367.211680000021,367.21167999998,367.21168,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tanzania,TZA,44824,165240,124844,160071,158488,186661,187936,187936,187936,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Thailand,THA,13907.98,8756.02000000002,11795.1,50501.5,11692.1,14359.4,45556.3,45556.3,45556.3,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Timor-Leste,TMP,4.2632564145606E-14,0,-2.8421709430404E-14,-2.8421709430404E-14,2.8421709430404E-14,8.5265128291212E-14,0,8.5265128291212E-14,-1.70530256582424E-13,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Togo,TGO,7363.26,15531.8,11765,9473,14977,12749.0000000001,11586,11586,11586,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tonga,TON,3.99999999999999,-1.06581410364015E-14,7.105427357601E-15,-1.77635683940025E-14,0,9.59232693276135E-14,-4.15667500419659E-13,-3.05533376376843E-13,1.10134124042816E-13,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Trinidad and Tobago,TTO,3.99999999999943,15.9999999999975,133.000000000002,297.999999999995,142.000000000003,112.000000000005,261.000000000001,261.000000000003,261.000000000003,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tunisia,TUN,3.50000000000045,57.0000000000009,9.09494701772928E-13,3.82079000000522,1.32755999999836,0.0283582000001843,18.739099999998,18.7391000000016,18.7390999999984,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turkey,TUR,2900.54859999999,3369.24100000001,6237.57099999999,6594.30300000003,6980.61399999999,8695.51999999995,8334.86999999998,8334.87,8334.87,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turkmenistan,TKM,315.146860000009,123.900000000006,315.566000000006,386.373999999996,165.669899999996,254.579999999999,595.161999999989,595.161999999959,595.162000000021,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turks and Caicos Islands,TCA,2.77555756156289E-16,-2.4980018054066E-16,-1.66533453693773E-16,-1.66533453693773E-15,1.77635683940025E-15,7.7715611723761E-16,4.44089209850063E-16,1.4432899320127E-15,-1.22124532708767E-15,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tuvalu,TUV,-5.55111512312578E-16,-4.44089209850063E-16,0,-4.44089209850063E-16,-4.44089209850063E-16,4.66293670342566E-15,-1.33226762955019E-15,2.88657986402541E-15,2.88657986402541E-15,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uganda,UGA,16000,50578.6,13846.1,51976.1,51611.6,23621.7,42896.4,42896.4,42896.4,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Ukraine,UKR,8437.05929999999,1350.65699999999,2614.04,3629.05000000001,5881.26999999999,2205.21000000004,1940.08800000001,1940.08799999978,1940.0879999996,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United Arab Emirates,ARE,845.999999999999,878.000000000005,1168.00000000001,1225.99999999999,1281.00000000001,1351.99999999999,1425.00000000001,1425.00000000001,1425,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United Kingdom,GBR,14708.8,8647.00800000006,11160.9178000001,12255.8161,12910.49064,13367.64129,14312,14312.0000000003,14311.9999999998,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United States,USA,176765.6,219154.8,302320.8,359451,336368.2,453215,389292.1,389292.100000001,389292.1,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uruguay,URY,404.004909999999,335.193000000002,307.210999999999,315.049999999996,421.683,360.225999999956,175.10279999999,175.102800000018,175.102800000002,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uzbekistan,UZB,1094.78520000001,297.501000000011,739.743199999995,809.143799999998,1003.22500000001,1019.112,989.453069999998,989.453069999716,989.453070000402,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Vanuatu,VUT,-2.8421709430404E-14,1.4210854715202E-14,1.4210854715202E-14,-1.4210854715202E-14,-1.4210854715202E-14,-3.97903932025656E-13,2.41584530158434E-13,-2.41584530158434E-13,-2.1316282072803E-13,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,"Venezuela, RB",VEN,42735.4,37200.7,28380.8,46115.8,31998.2,29773.2,24604.8,24604.8,24604.8,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Vietnam,VNM,5738.09699999999,5782.45000000002,8897.97000000002,17038.3,4189.13000000002,5667.14000000002,5707.30000000001,5707.29999999999,25707.3,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Virgin Islands (U.S.),VIR,3.5527136788005E-15,1.33226762955019E-15,2.66453525910038E-15,8.88178419700125E-16,-5.32907051820075E-15,-2.30926389122033E-14,3.5527136788005E-14,-1.77635683940025E-14,4.79616346638068E-14,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,"Yemen, Rep.",YEM,3.00000000000045,53,15.0000000000036,3.00000000000182,15.0000000000032,15.9999999999973,16.0000000000027,15.9999999999959,15.9999999999968,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Zambia,ZMB,142550.500069,249117.0666,268931.403,295093.463,304755.522,249296.576,302551.63,302551.63,302551.63,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Zimbabwe,ZWE,799.999999999997,21936.6,31915.7,37927.1,45389.4,44519.4,46915.6,46915.6,46915.6,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Albania,ALB,2542.8,2608.4,..,..,2516.7,..,2592.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Algeria,DZA,31212.6,43796.6,..,..,46328.8,..,47661.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Angola,AGO,22056.6,15758.6,..,..,17292.8,..,18596.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Argentina,ARG,102023.6,99132.5,..,..,97702.1,..,86733.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Armenia,ARM,2890.7,2565.3,..,..,3234.9,..,3328.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Australia,AUS,115047.6,127729.8,..,..,122156.8,..,122548.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Austria,AUT,10026.5,8972.4,..,..,8294.2,..,8391.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Azerbaijan,AZE,11418.2,9950.9,..,..,16939.1,..,18400.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bahrain,BHR,1785.5,2366.2,..,..,3176.4,..,3312.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bangladesh,BGD,87089.5,89243.3,..,..,97828.3,..,103079.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Belarus,BLR,18657.1,13323.4,..,..,15344.2,..,16436.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Belgium,BEL,12440.1,11049,..,..,9515.5,..,9632.5,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Benin,BEN,5119.5,4503.8,..,..,7086.6,..,6845.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bolivia,BOL,22428.5,19752.1,..,..,21003,..,22777.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bosnia and Herzegovina,BIH,4589.8,2671.7,..,..,3037.4,..,3071.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Botswana,BWA,6074,3941.1,..,..,3875.5,..,4361,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Brazil,BRA,319638.3,342957.8,..,..,421313.4,..,443288.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Brunei Darussalam,BRN,3591.9,3857.8,..,..,4617.1,..,4450.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Bulgaria,BGR,15677.5,13783.3,..,..,12280.2,..,12010.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cambodia,KHM,15115.7,14984.9,..,..,32658.4,..,35210.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cameroon,CMR,15980.1,15842.9,..,..,19927.3,..,18153.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Canada,CAN,76105.9,100403.9,..,..,106208.6,..,104499.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Chile,CHL,11978.1,16923.2,..,..,17989.4,..,18001.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,China,CHN,1016931.7,1043424.8,..,..,1537239.6,..,1642257.6,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Colombia,COL,50242.3,55112.9,..,..,63053.2,..,66694.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Congo, Dem. Rep.",ZAR,98339.5,63695.1,..,..,69445.6,..,73859,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Congo, Rep.",COG,7194.2,8028.7,..,..,6649.1,..,7016,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Costa Rica,CRI,3768.5,2916.9,..,..,2167.9,..,2273.7,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cote d'Ivoire,CIV,12146.3,14236.8,..,..,14486.6,..,15946.8,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Croatia,HRV,4156,3944.1,..,..,4853.3,..,5036,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cuba,CUB,12065.2,10563.3,..,..,8413.1,..,8392.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Cyprus,CYP,441.3,569.2,..,..,614.2,..,621.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Czech Republic,CZE,18239.3,12946.2,..,..,11850.4,..,12033.4,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Denmark,DNK,7980.5,8124.9,..,..,7864.1,..,7762.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Dominican Republic,DOM,6003.8,6238.7,..,..,6733.1,..,6729.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Ecuador,ECU,10984.6,12842,..,..,14776.4,..,15476.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Egypt, Arab Rep.",EGY,26927.9,35812.7,..,..,51845.8,..,50969.1,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,El Salvador,SLV,2672.9,2798.1,..,..,3127.7,..,2992.2,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Eritrea,ERI,2070.6,2682.3,..,..,2774.7,..,2837,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Estonia,EST,3408.3,2136.3,..,..,2252,..,2329.3,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Ethiopia,ETH,39981.3,46191.8,..,..,60262.1,..,63231.9,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
